City,Area_Code,Population,Unemployment_Rate,Police_Stations,Time,Victim_Age,Victim_Gender,Weapon_Used,Past_Crime_Rate,Crime_Occurred
Jaipur,26,23965,9.79,3,Morning,29,Male,Gun,18,0
Patna,18,23733,15.81,10,Night,52,Female,Knife,85,1
Bangalore,9,194295,9.18,5,Afternoon,18,Male,None,34,0
Lucknow,38,137182,7.82,7,Afternoon,59,Female,Gun,75,1
Bangalore,23,167998,17.92,9,Afternoon,59,Male,None,25,0
Mumbai,21,169855,11.14,2,Morning,36,Female,Gun,69,1
Chennai,1,93360,9.56,9,Night,22,Female,None,8,0
Kolkata,21,177466,9.93,10,Evening,48,Male,Knife,50,0
Hyderabad,27,118378,14.95,6,Night,50,Female,Rod,12,0
Patna,42,38287,7.45,6,Morning,26,Female,Knife,22,0
Lucknow,6,92104,8.23,11,Evening,60,Female,Gun,64,1
Bangalore,44,171508,14.09,3,Afternoon,47,Male,None,49,0
Bhopal,36,96916,3.17,10,Night,37,Female,Knife,76,0
Mumbai,28,13188,15.84,9,Night,57,Female,None,35,0
Kolkata,45,101205,8.88,4,Morning,34,Female,Knife,32,0
Kolkata,17,107349,11.3,5,Night,51,Male,Gun,68,1
Patna,40,147837,14.12,3,Evening,69,Male,Rod,41,1
Hyderabad,3,192698,6.26,5,Night,52,Female,Knife,71,1
Jaipur,12,151879,16.25,8,Morning,26,Male,None,83,1
Bhopal,39,20204,17.67,8,Night,56,Female,None,72,1
Patna,12,199016,9.91,8,Evening,28,Male,None,39,0
Bangalore,2,52120,16.99,6,Evening,43,Female,Gun,40,1
Chennai,46,112903,2.02,1,Morning,64,Male,Gun,61,1
Delhi,22,163730,16.31,11,Afternoon,30,Female,Rod,74,1
Jaipur,23,47081,6.98,10,Morning,28,Female,None,8,0
Hyderabad,30,44986,6.98,6,Afternoon,68,Male,Rod,53,0
Mumbai,5,89322,5.65,11,Evening,58,Female,None,43,0
Jaipur,9,104819,7.07,10,Night,48,Female,Knife,22,0
Lucknow,21,140015,5.42,7,Night,23,Female,Knife,64,0
Hyderabad,11,60304,16.49,9,Evening,47,Male,Knife,90,1
Chennai,5,75592,16.38,8,Morning,52,Female,None,14,0
Lucknow,35,68548,3.64,11,Night,69,Female,Knife,27,0
Jaipur,27,108447,4.29,8,Morning,63,Female,None,72,0
Delhi,49,49986,15.79,7,Night,19,Male,Rod,63,1
Delhi,2,84095,8.38,2,Afternoon,66,Female,Gun,87,1
Chennai,24,101594,4.71,1,Night,33,Male,Knife,94,1
Kolkata,31,98281,10.17,2,Afternoon,38,Female,None,11,0
Bhopal,33,76151,8.67,6,Night,44,Male,None,17,0
Mumbai,39,83598,5.51,2,Night,17,Male,Rod,7,0
Kolkata,30,38214,13.53,10,Night,28,Male,Rod,44,0
Delhi,46,48745,12.1,4,Night,31,Female,Gun,15,0
Delhi,37,183620,3.59,10,Night,69,Male,Rod,84,0
Bangalore,28,151753,16.81,3,Morning,23,Male,Gun,88,1
Lucknow,31,148056,10.94,6,Afternoon,34,Male,Gun,55,1
Jaipur,11,168651,6.0,8,Afternoon,47,Male,Rod,91,1
Mumbai,23,100810,5.3,11,Night,18,Male,Gun,27,0
Chennai,2,196005,4.18,6,Morning,66,Male,Knife,36,0
Jaipur,40,168471,8.79,2,Morning,64,Male,Gun,45,1
Bangalore,41,172553,4.17,5,Evening,47,Male,None,46,0
Delhi,27,10944,8.65,11,Evening,56,Male,None,42,0
Chennai,35,103993,4.38,6,Morning,36,Female,None,71,0
Delhi,2,19114,12.51,9,Evening,40,Male,Rod,76,1
Mumbai,39,49846,14.56,6,Afternoon,68,Male,None,82,1
Lucknow,37,42596,10.79,10,Morning,32,Male,Rod,76,1
Jaipur,21,114087,12.88,5,Evening,40,Male,None,79,1
Jaipur,5,16907,17.01,1,Morning,48,Male,Gun,46,1
Kolkata,45,169186,12.21,10,Evening,46,Male,Rod,47,0
Chennai,21,35009,7.83,5,Morning,51,Male,None,37,0
Bhopal,29,94846,9.19,5,Night,38,Female,Gun,83,1
Bangalore,20,60241,15.77,6,Afternoon,62,Female,Rod,41,0
Bhopal,38,176797,4.09,7,Evening,59,Female,Gun,82,1
Kolkata,20,28996,7.21,4,Night,40,Male,Gun,94,1
Mumbai,25,147119,11.24,7,Morning,64,Male,Gun,61,1
Bangalore,2,38767,12.82,5,Night,59,Female,Rod,68,1
Lucknow,32,26347,14.22,6,Afternoon,63,Female,Rod,68,1
Bhopal,26,112063,7.09,4,Evening,45,Male,Knife,64,1
Lucknow,6,34102,4.33,8,Evening,28,Male,Knife,56,0
Bhopal,41,14263,17.28,9,Morning,58,Female,Knife,76,1
Lucknow,3,118585,3.22,2,Afternoon,62,Female,Knife,72,1
Bhopal,33,77438,3.53,11,Night,44,Female,Rod,86,0
Lucknow,1,106359,9.92,4,Morning,31,Female,Knife,31,0
Kolkata,5,171612,15.11,11,Evening,53,Male,None,63,1
Hyderabad,13,140251,14.39,8,Night,42,Female,Knife,23,0
Bangalore,19,181915,17.0,8,Morning,41,Female,None,7,0
Chennai,12,37690,4.27,9,Night,26,Male,None,77,0
Mumbai,48,12994,8.01,3,Night,62,Female,Gun,43,1
Patna,25,113533,6.51,1,Morning,52,Female,Gun,70,1
Delhi,35,77546,15.77,9,Night,18,Female,Gun,77,1
Chennai,12,148449,9.81,1,Night,41,Male,Knife,60,1
Delhi,30,88572,2.43,3,Afternoon,49,Male,Rod,10,0
Bangalore,5,36467,13.33,3,Afternoon,48,Female,None,32,0
Chennai,34,141120,8.22,9,Evening,30,Male,Rod,52,0
Lucknow,22,178050,10.5,1,Afternoon,17,Male,Rod,52,1
Lucknow,39,57606,16.3,7,Morning,43,Female,Knife,71,1
Patna,13,108112,6.11,2,Night,35,Male,Rod,58,0
Delhi,47,83414,5.84,7,Evening,53,Female,Rod,20,0
Mumbai,3,103145,6.21,1,Afternoon,59,Male,Gun,39,1
Bangalore,20,190294,7.41,10,Night,68,Female,Gun,79,1
Lucknow,31,58115,3.72,10,Morning,31,Male,None,91,0
Hyderabad,5,99606,13.16,8,Night,61,Male,None,34,0
Kolkata,24,50647,5.32,10,Morning,19,Female,Gun,52,0
Kolkata,40,64607,16.82,10,Night,23,Female,Knife,73,1
Bhopal,33,198482,5.45,2,Evening,59,Female,Knife,12,0
Mumbai,8,31996,6.09,3,Evening,61,Female,None,55,0
Kolkata,24,195993,6.75,8,Afternoon,35,Male,Gun,14,0
Bhopal,20,93697,14.3,3,Afternoon,41,Male,Knife,32,0
Delhi,16,56022,8.84,1,Night,47,Female,Rod,40,0
Lucknow,12,50148,15.11,9,Night,28,Male,None,64,1
Lucknow,13,77764,14.56,8,Afternoon,20,Female,None,14,0
Hyderabad,45,101901,16.87,4,Afternoon,59,Male,Rod,18,0
Chennai,42,100724,14.11,8,Night,57,Female,Rod,67,1
Kolkata,39,134766,2.83,5,Night,68,Male,None,51,0
Delhi,25,18888,15.4,3,Night,66,Female,Rod,73,1
Jaipur,46,180231,17.01,1,Evening,28,Male,Knife,60,1
Kolkata,32,183269,17.9,10,Morning,56,Male,None,10,0
Mumbai,24,108941,4.0,5,Morning,26,Female,Knife,23,0
Chennai,48,165546,11.81,11,Afternoon,52,Male,None,56,0
Kolkata,47,27333,5.19,6,Evening,47,Male,Knife,66,0
Delhi,44,46355,6.2,4,Night,60,Female,Gun,53,1
Kolkata,9,139686,13.93,7,Night,57,Female,Knife,82,1
Mumbai,40,172217,17.64,3,Afternoon,33,Female,Rod,15,0
Jaipur,23,113170,11.52,7,Afternoon,44,Female,Gun,50,1
Bangalore,13,85675,15.61,1,Evening,30,Male,None,73,1
Patna,32,190926,2.14,7,Morning,35,Female,Knife,49,0
Jaipur,15,77664,2.59,1,Morning,59,Female,None,62,0
Bhopal,36,96153,11.55,11,Night,51,Female,Gun,36,0
Kolkata,49,103616,8.22,1,Afternoon,20,Male,Rod,92,1
Lucknow,5,45285,16.24,2,Evening,55,Male,Rod,14,0
Hyderabad,22,158605,6.83,2,Night,52,Male,Rod,17,0
Lucknow,16,173696,8.91,4,Morning,48,Male,None,17,0
Jaipur,41,56996,10.45,1,Morning,33,Female,Rod,40,0
Lucknow,10,56947,6.37,4,Evening,34,Male,Rod,90,1
Delhi,24,169028,16.54,2,Night,66,Male,None,77,1
Lucknow,18,61030,9.43,4,Evening,47,Female,None,23,0
Chennai,49,199669,8.79,4,Night,57,Female,Gun,11,0
Bangalore,18,52443,15.6,9,Morning,37,Male,Rod,19,0
Kolkata,7,138344,6.99,9,Afternoon,56,Female,Gun,85,1
Lucknow,4,75464,15.08,1,Afternoon,16,Male,Knife,50,1
Mumbai,26,138019,3.96,5,Morning,69,Male,Knife,82,1
Bangalore,5,145024,4.92,7,Afternoon,40,Male,Knife,52,0
Bangalore,16,197952,17.21,4,Afternoon,35,Female,Knife,70,1
Lucknow,35,193273,15.48,5,Night,50,Female,None,82,1
Bangalore,26,130454,8.21,2,Evening,60,Male,Gun,8,0
Hyderabad,18,134444,12.22,3,Night,21,Male,Gun,7,0
Lucknow,29,122175,17.09,7,Evening,21,Female,None,7,0
Delhi,23,52460,5.39,10,Evening,65,Male,Knife,79,1
Jaipur,14,163868,2.94,7,Afternoon,52,Female,Gun,73,1
Chennai,15,172818,10.6,4,Evening,64,Female,Rod,32,0
Patna,49,10015,4.28,1,Evening,18,Female,None,27,0
Bhopal,33,59757,5.0,1,Morning,52,Female,None,34,0
Bangalore,25,167029,16.26,4,Evening,46,Male,Rod,66,1
Delhi,21,91541,2.12,4,Morning,50,Female,Knife,91,1
Kolkata,17,31292,15.07,6,Night,60,Female,Knife,55,1
Kolkata,23,132694,10.27,7,Afternoon,30,Female,Gun,45,1
Bhopal,43,172948,10.95,9,Evening,32,Male,Rod,90,1
Chennai,17,57046,12.75,9,Morning,30,Male,Gun,68,1
Bangalore,14,24817,8.9,10,Night,20,Male,Knife,47,0
Hyderabad,29,19759,3.85,5,Night,37,Male,Gun,80,1
Bhopal,20,189504,3.65,10,Night,61,Male,Rod,62,0
Chennai,30,16412,14.07,11,Morning,26,Female,Rod,63,0
Bangalore,19,198829,5.54,3,Morning,43,Male,Rod,44,0
Delhi,39,30504,2.45,3,Afternoon,29,Male,Knife,50,0
Jaipur,13,118500,17.67,6,Evening,54,Female,None,66,1
Hyderabad,18,18507,17.69,1,Night,18,Male,None,53,1
Patna,23,31050,8.05,7,Afternoon,67,Male,None,83,1
Kolkata,46,145892,2.41,3,Morning,57,Female,Gun,27,0
Mumbai,33,148907,13.64,5,Afternoon,26,Male,Rod,48,1
Delhi,39,110153,15.3,7,Night,45,Male,Knife,48,1
Kolkata,40,23587,4.0,7,Night,53,Female,None,23,0
Lucknow,18,67732,4.17,9,Afternoon,20,Male,None,48,0
Mumbai,9,61921,15.16,1,Night,67,Male,Gun,15,1
Kolkata,33,186571,16.75,3,Morning,37,Female,Gun,64,1
Chennai,32,127734,14.65,9,Night,28,Male,None,42,0
Hyderabad,17,140104,5.21,8,Evening,59,Male,Rod,7,0
Kolkata,19,147912,8.58,2,Evening,66,Male,Rod,20,0
Patna,27,41440,11.61,8,Night,66,Male,Gun,13,0
Jaipur,6,45183,4.56,8,Afternoon,36,Male,Gun,45,0
Chennai,35,106172,5.37,2,Night,52,Female,Rod,42,0
Delhi,37,143461,6.53,8,Evening,40,Male,Gun,73,1
Delhi,34,196148,10.15,3,Morning,67,Female,Gun,69,1
Delhi,20,124515,10.17,7,Evening,36,Male,Rod,39,0
Delhi,25,133183,15.03,9,Night,43,Male,Rod,39,0
Jaipur,4,76299,14.05,4,Night,56,Female,Knife,80,1
Kolkata,10,125503,16.62,11,Afternoon,19,Female,Gun,89,1
Bangalore,10,49023,15.33,6,Night,44,Female,Gun,52,1
Kolkata,24,191101,6.06,9,Night,62,Male,Knife,12,0
Lucknow,21,49941,7.3,11,Morning,50,Male,Gun,31,0
Hyderabad,11,195022,10.01,11,Morning,38,Female,Gun,13,0
Mumbai,27,131677,2.23,5,Morning,22,Male,None,34,0
Bangalore,16,86054,16.46,1,Afternoon,67,Male,None,18,0
Bangalore,26,75363,2.71,3,Afternoon,67,Male,None,27,0
Kolkata,30,71742,7.16,11,Evening,61,Male,Knife,33,0
Bangalore,49,55215,11.11,9,Afternoon,61,Male,Gun,30,0
Bhopal,16,57857,10.29,3,Morning,24,Female,Knife,90,1
Bhopal,7,65476,12.47,11,Afternoon,38,Male,Knife,19,0
Lucknow,16,169245,10.44,11,Night,18,Female,Gun,77,1
Mumbai,35,150467,5.66,10,Afternoon,24,Male,Rod,94,1
Patna,16,69768,5.22,2,Night,68,Male,Rod,85,1
Jaipur,40,113591,16.52,4,Evening,19,Male,Gun,77,1
Kolkata,12,56229,6.22,5,Night,64,Male,Rod,71,1
Jaipur,35,167711,6.5,7,Morning,40,Female,None,20,0
Patna,49,121706,8.61,7,Evening,21,Male,Gun,17,0
Kolkata,21,72583,4.23,9,Evening,63,Male,Knife,94,1
Kolkata,43,169996,10.12,8,Evening,33,Female,None,85,1
Mumbai,36,136011,12.64,2,Morning,60,Male,Knife,28,0
Jaipur,48,40104,14.58,8,Night,22,Male,Rod,66,1
Bhopal,17,47594,13.38,8,Evening,50,Male,Gun,61,1
Delhi,32,13664,4.36,5,Morning,46,Female,None,40,0
Jaipur,41,20528,9.3,3,Evening,53,Male,Gun,64,1
Hyderabad,6,169262,2.62,9,Evening,47,Female,None,90,0
Hyderabad,24,138404,2.28,7,Morning,50,Female,None,77,0
Kolkata,27,42899,9.04,1,Afternoon,43,Male,None,26,0
Delhi,20,80979,6.05,8,Evening,59,Male,Gun,88,1
Chennai,25,27241,12.93,10,Afternoon,20,Male,None,7,0
Patna,2,56211,13.59,5,Evening,45,Male,None,40,0
Lucknow,9,73472,16.33,6,Afternoon,37,Female,Gun,86,1
Delhi,28,41346,14.17,9,Night,32,Male,Knife,40,0
Lucknow,38,91196,2.77,10,Afternoon,25,Male,Rod,14,0
Jaipur,3,114451,7.95,8,Afternoon,22,Male,Gun,25,0
Jaipur,20,112908,6.37,11,Afternoon,19,Female,Gun,93,1
Lucknow,6,183292,8.18,3,Afternoon,57,Male,None,53,0
Patna,39,159014,4.56,5,Night,42,Male,Gun,13,0
Delhi,33,59167,3.56,4,Morning,22,Male,Gun,83,1
Chennai,1,46373,10.34,1,Afternoon,38,Male,Rod,56,1
Kolkata,37,77143,13.53,5,Morning,26,Male,Gun,52,1
Mumbai,6,130623,13.23,10,Evening,68,Male,None,64,0
Jaipur,45,120013,9.22,7,Morning,23,Male,Rod,54,0
Hyderabad,34,12016,10.36,1,Afternoon,23,Female,Gun,43,1
Patna,47,79110,10.26,4,Morning,52,Female,None,20,0
Mumbai,15,187381,13.07,6,Night,20,Male,Rod,32,0
Chennai,45,17274,2.77,11,Night,22,Male,Gun,10,0
Bangalore,26,25748,13.36,9,Afternoon,37,Male,None,65,0
Kolkata,14,161247,11.32,11,Morning,51,Female,Rod,10,0
Jaipur,7,21826,5.17,8,Evening,17,Male,None,70,0
Kolkata,46,93008,2.78,2,Night,39,Male,Rod,44,0
Mumbai,31,139288,3.74,11,Afternoon,66,Female,Gun,75,1
Kolkata,24,175201,10.4,3,Night,17,Female,Knife,66,1
Bangalore,31,164562,14.13,10,Afternoon,63,Male,Rod,32,0
Mumbai,29,115623,7.35,5,Morning,27,Male,Gun,84,1
Jaipur,42,182507,8.07,11,Morning,62,Female,Rod,51,0
Delhi,32,149592,16.95,7,Morning,57,Female,Knife,13,0
Hyderabad,17,93106,5.41,3,Morning,41,Female,None,56,0
Mumbai,14,160870,3.66,7,Morning,53,Female,Knife,19,0
Bhopal,40,64638,7.49,5,Afternoon,60,Male,Knife,38,0
Bangalore,36,79072,13.93,10,Night,21,Male,None,24,0
Mumbai,48,77309,12.02,6,Evening,38,Female,Knife,82,1
Mumbai,24,170966,8.65,6,Night,17,Male,Gun,64,1
Bhopal,45,134724,17.44,11,Morning,41,Male,Rod,62,1
Jaipur,27,195639,13.76,11,Night,29,Female,Knife,79,1
Mumbai,25,137843,2.99,4,Night,33,Female,Rod,71,0
Hyderabad,32,45326,13.91,8,Afternoon,53,Female,Rod,6,0
Kolkata,18,196131,2.38,9,Evening,47,Male,None,54,0
Jaipur,46,15079,12.41,2,Evening,66,Male,Knife,18,0
Hyderabad,18,166910,5.37,9,Morning,29,Male,None,60,0
Jaipur,37,131412,13.14,11,Afternoon,45,Female,None,73,1
Hyderabad,26,97340,6.96,4,Afternoon,28,Male,Rod,48,0
Bangalore,9,188181,15.97,6,Afternoon,55,Female,Gun,50,1
Hyderabad,35,95211,7.39,7,Afternoon,46,Male,Rod,10,0
Lucknow,8,166666,11.92,4,Afternoon,52,Female,None,12,0
Hyderabad,20,52749,6.57,8,Evening,60,Male,Knife,43,0
Delhi,42,177364,16.68,10,Evening,53,Male,Gun,48,1
Delhi,22,128192,14.5,8,Night,37,Female,Gun,31,1
Patna,19,84534,5.89,1,Evening,43,Female,Knife,20,0
Lucknow,30,89233,17.18,8,Afternoon,34,Male,Knife,43,1
Lucknow,28,61818,7.71,10,Night,58,Male,Gun,5,0
Kolkata,35,121910,12.43,3,Evening,31,Female,None,55,1
Lucknow,43,23429,13.89,5,Night,20,Male,Gun,67,1
Kolkata,11,67748,2.37,10,Evening,59,Male,Gun,37,0
Patna,31,58807,17.34,8,Morning,64,Female,Gun,54,1
Patna,49,17140,7.51,11,Evening,17,Female,None,58,0
Bangalore,48,73226,5.04,6,Night,25,Male,Knife,31,0
Delhi,39,155973,15.61,4,Morning,62,Female,Knife,85,1
Hyderabad,36,98815,13.25,4,Afternoon,34,Male,Knife,83,1
Hyderabad,30,38525,3.39,4,Night,35,Male,None,90,1
Bhopal,23,30491,3.87,6,Afternoon,44,Female,None,23,0
Bhopal,19,176052,13.44,7,Afternoon,40,Male,Knife,32,0
Chennai,12,18078,3.2,5,Night,32,Male,Rod,27,0
Jaipur,15,101654,16.67,10,Afternoon,66,Male,Rod,68,1
Bangalore,31,139101,13.86,8,Night,66,Male,Knife,43,1
Chennai,43,189776,7.37,7,Night,28,Male,Rod,53,0
Chennai,37,26997,7.81,8,Evening,60,Female,Rod,63,0
Mumbai,37,141940,10.1,4,Morning,31,Female,Knife,24,0
Mumbai,15,167470,7.78,8,Afternoon,69,Male,Knife,65,0
Chennai,29,107356,14.54,6,Afternoon,68,Male,None,13,0
Lucknow,43,123711,17.6,3,Morning,50,Female,Rod,27,0
Jaipur,26,31246,11.35,8,Morning,51,Male,Rod,11,0
Bangalore,44,161633,9.14,7,Morning,54,Female,Knife,35,0
Chennai,2,157326,5.56,10,Morning,18,Female,Gun,64,0
Hyderabad,20,44512,12.45,5,Morning,24,Female,Knife,65,1
Jaipur,15,67865,12.97,11,Evening,55,Male,None,79,1
Mumbai,4,164652,12.96,4,Night,65,Male,Gun,85,1
Hyderabad,22,113393,2.43,1,Morning,68,Male,Gun,30,0
Mumbai,38,82144,16.39,10,Evening,61,Male,Gun,86,1
Mumbai,23,183557,7.41,3,Morning,67,Female,None,58,0
Jaipur,26,191693,13.91,2,Morning,44,Male,Rod,35,0
Mumbai,11,127363,14.16,8,Afternoon,20,Male,Knife,45,0
Patna,28,60665,12.41,8,Afternoon,18,Male,None,32,0
Delhi,2,191675,8.32,5,Afternoon,25,Female,None,94,1
Patna,8,162110,11.73,5,Afternoon,46,Male,Gun,10,0
Delhi,29,103542,2.64,11,Night,26,Female,Gun,38,0
Bhopal,11,111311,14.19,4,Night,32,Male,None,13,0
Bhopal,37,24325,3.59,1,Afternoon,55,Male,Rod,16,0
Mumbai,18,176964,8.35,1,Afternoon,56,Male,Gun,20,0
Bangalore,14,142825,3.66,6,Morning,23,Male,None,75,0
Bangalore,10,159068,15.39,4,Morning,67,Male,Gun,35,1
Delhi,35,78811,10.8,4,Afternoon,17,Female,Knife,37,0
Hyderabad,9,186283,13.06,3,Afternoon,19,Male,Knife,11,0
Jaipur,35,126737,12.92,9,Afternoon,31,Female,Knife,7,0
Mumbai,11,10824,15.47,3,Morning,56,Male,Gun,24,1
Jaipur,44,154952,4.12,8,Afternoon,56,Male,Gun,9,0
Patna,12,127718,12.56,2,Afternoon,36,Female,Rod,71,1
Bangalore,3,76617,11.2,4,Night,20,Male,Knife,42,1
Lucknow,39,21517,2.49,1,Night,50,Female,Rod,83,1
Patna,14,162755,5.22,11,Morning,29,Female,None,60,0
Patna,28,157948,6.28,5,Night,30,Male,None,27,0
Delhi,11,113068,3.16,2,Morning,21,Male,Knife,6,0
Kolkata,39,197426,7.68,11,Evening,31,Male,Rod,25,0
Patna,25,125016,2.44,1,Afternoon,38,Male,Gun,82,1
Mumbai,21,19982,10.85,1,Morning,46,Male,Rod,18,0
Chennai,10,167670,5.38,2,Night,57,Female,None,66,0
Chennai,43,155711,6.59,5,Evening,61,Female,Rod,15,0
Mumbai,15,80210,16.57,9,Night,27,Male,None,8,0
Kolkata,19,79852,10.05,6,Morning,56,Male,None,51,0
Kolkata,48,123618,6.3,4,Evening,34,Female,Rod,24,0
Delhi,22,19695,11.58,3,Night,27,Female,Gun,56,1
Bangalore,21,58582,5.23,8,Evening,60,Female,None,20,0
Jaipur,44,41094,3.19,3,Afternoon,28,Male,Rod,49,0
Kolkata,32,32187,2.33,1,Afternoon,64,Male,None,12,0
Lucknow,23,128013,17.22,4,Evening,17,Female,Knife,66,1
Delhi,13,138721,13.59,11,Night,35,Female,Gun,88,1
Bhopal,5,116683,14.8,5,Night,46,Male,Knife,25,0
Hyderabad,4,11214,17.69,5,Night,24,Female,None,68,1
Bhopal,28,33940,16.91,5,Afternoon,36,Male,Gun,34,1
Delhi,14,54406,13.79,8,Morning,23,Female,Rod,40,0
Patna,8,184553,13.1,8,Morning,54,Male,Rod,9,0
Jaipur,9,157049,7.39,4,Evening,52,Female,Gun,89,1
Hyderabad,35,185911,3.66,9,Night,44,Female,Knife,42,0
Bhopal,37,198946,11.18,1,Evening,34,Female,Knife,91,1
Hyderabad,21,68414,11.22,5,Morning,50,Female,Gun,23,0
Lucknow,18,111440,17.24,5,Morning,60,Male,Rod,78,1
Lucknow,33,166610,9.08,5,Night,53,Female,Gun,31,0
Lucknow,8,113569,13.05,8,Evening,41,Male,Knife,17,0
Delhi,49,197313,11.2,9,Night,26,Female,None,13,0
Jaipur,17,70481,4.83,3,Morning,51,Female,Rod,21,0
Delhi,43,37740,11.47,9,Morning,50,Male,Gun,48,1
Chennai,31,73328,10.64,11,Night,19,Female,None,49,0
Patna,34,191715,9.9,8,Evening,18,Female,Knife,92,1
Patna,6,21881,10.21,3,Afternoon,60,Male,Rod,46,0
Lucknow,22,46996,4.62,2,Night,62,Female,Gun,55,1
Chennai,14,173249,9.42,4,Morning,27,Female,Knife,87,1
Kolkata,3,132196,11.69,2,Afternoon,47,Female,Gun,62,1
Kolkata,12,47177,9.83,4,Night,62,Male,Gun,62,1
Lucknow,36,76126,9.82,5,Afternoon,41,Female,Rod,34,0
Bhopal,12,66531,3.24,2,Night,58,Male,Knife,9,0
Delhi,45,36119,5.05,8,Morning,58,Male,Knife,12,0
Lucknow,2,127744,7.14,1,Night,28,Male,None,41,0
Bangalore,2,126894,8.71,3,Afternoon,59,Male,Knife,51,1
Hyderabad,15,168987,11.5,7,Evening,53,Female,Knife,93,1
Patna,23,143780,15.81,10,Morning,44,Female,Rod,49,0
Kolkata,29,179821,4.55,1,Morning,67,Male,None,9,0
Mumbai,17,54989,2.24,11,Afternoon,66,Female,Rod,67,0
Kolkata,32,32106,9.19,2,Night,34,Female,Knife,90,1
Patna,7,27131,8.91,3,Night,50,Female,None,51,0
Hyderabad,30,56553,10.83,2,Night,63,Female,Rod,29,0
Patna,28,199216,15.33,2,Morning,56,Female,None,54,1
Mumbai,14,16553,14.84,11,Morning,42,Female,Knife,49,0
Lucknow,44,27881,3.6,6,Afternoon,61,Male,None,34,0
Chennai,30,11379,16.94,7,Night,46,Female,None,52,1
Mumbai,17,100791,3.77,6,Night,18,Male,None,55,0
Patna,32,115664,12.15,11,Afternoon,50,Female,Knife,59,0
Patna,46,79306,12.76,6,Morning,39,Male,Knife,59,1
Bangalore,6,160798,12.88,9,Morning,67,Female,None,50,0
Bangalore,24,150160,6.25,8,Evening,22,Male,Rod,35,0
Jaipur,6,175386,7.29,8,Evening,66,Male,Rod,38,0
Bangalore,27,196113,10.78,6,Night,50,Female,Knife,78,1
Delhi,18,114512,5.19,5,Morning,36,Female,Gun,72,1
Chennai,24,26350,2.32,9,Night,16,Male,Rod,37,0
Hyderabad,37,109599,10.99,2,Morning,59,Female,None,60,0
Mumbai,24,91397,9.44,7,Evening,68,Female,Gun,62,1
Patna,38,89509,12.51,6,Afternoon,21,Female,Knife,61,1
Jaipur,34,27769,4.35,7,Morning,54,Female,Rod,21,0
Jaipur,40,188321,15.45,4,Evening,49,Male,Gun,15,1
Hyderabad,47,111584,4.34,9,Evening,33,Female,Knife,75,0
Chennai,15,56365,16.26,7,Morning,40,Female,Knife,85,1
Mumbai,11,60185,9.19,2,Night,30,Female,None,21,0
Kolkata,22,143858,10.8,4,Morning,62,Female,Rod,14,0
Bangalore,24,136525,16.35,5,Evening,47,Male,Gun,30,1
Lucknow,1,142692,6.8,2,Morning,57,Female,None,10,0
Jaipur,18,46303,4.91,10,Afternoon,64,Female,Rod,85,0
Bangalore,44,29589,9.13,8,Night,65,Female,Gun,20,0
Bangalore,12,12882,5.91,1,Morning,33,Male,Knife,94,1
Delhi,43,190394,10.45,3,Evening,46,Female,Knife,8,0
Chennai,28,139236,6.4,1,Evening,44,Male,Rod,66,1
Lucknow,40,165596,15.83,5,Night,30,Female,None,88,1
Kolkata,7,19745,11.72,8,Morning,38,Female,Gun,68,1
Patna,23,25861,2.0,7,Evening,53,Male,Gun,60,0
Delhi,21,101707,14.89,9,Night,56,Male,Knife,79,1
Bangalore,34,64261,7.28,2,Afternoon,26,Female,Rod,27,0
Bangalore,11,143909,7.12,8,Night,30,Female,None,37,0
Bhopal,22,84135,8.13,8,Morning,38,Female,Knife,35,0
Lucknow,42,64380,12.08,6,Morning,18,Female,Knife,11,0
Lucknow,35,96089,9.07,3,Evening,34,Female,None,90,1
Bhopal,29,115025,12.06,2,Afternoon,16,Male,Gun,9,0
Lucknow,42,190903,4.35,8,Morning,39,Female,Gun,41,0
Bangalore,28,179327,17.52,6,Evening,64,Male,Rod,5,0
Jaipur,18,170592,13.67,4,Night,26,Male,Knife,74,1
Mumbai,14,170613,6.0,5,Night,45,Female,Rod,49,0
Bangalore,18,168422,13.59,5,Morning,65,Female,Gun,51,1
Delhi,28,54397,11.2,9,Afternoon,26,Male,None,72,0
Chennai,24,87085,3.75,9,Evening,54,Male,Gun,34,0
Bhopal,8,73865,4.85,8,Morning,16,Female,Gun,85,1
Kolkata,42,65956,2.66,8,Evening,27,Male,Knife,64,0
Patna,45,168525,14.95,2,Night,19,Male,Gun,28,1
Kolkata,8,110727,10.83,3,Evening,40,Male,Rod,35,0
Bangalore,4,153978,7.07,8,Night,23,Female,None,32,0
Delhi,27,24988,4.02,5,Afternoon,30,Female,Knife,49,0
Bangalore,36,168795,9.74,7,Afternoon,58,Male,None,8,0
Chennai,5,43800,10.4,8,Night,45,Male,Rod,65,1
Jaipur,33,180179,13.23,6,Morning,55,Female,Rod,43,0
Patna,49,168502,17.52,5,Night,47,Female,Gun,87,1
Chennai,34,173607,8.96,8,Evening,59,Male,Rod,28,0
Bhopal,30,97329,8.5,1,Evening,50,Female,Gun,75,1
Bhopal,8,62284,7.92,1,Evening,36,Female,Knife,50,1
Bangalore,39,66232,15.23,1,Morning,46,Female,None,57,1
Delhi,47,54420,4.5,3,Afternoon,51,Female,Gun,52,1
Chennai,26,47710,7.5,10,Afternoon,42,Female,Gun,13,0
Hyderabad,37,102035,13.6,6,Evening,59,Male,Knife,26,0
