City,Age,Monthly_Income,Education_Level,Employment_Type,Digital_Usage_Hours,Household_Size,Area_Type,Govt_Scheme_Usage,Citizen_Segment
Chennai,20,94882,Primary,Unemployed,9.52,7,Semi-Urban,2,0
Bangalore,47,42958,Graduate,Self-Employed,6.19,5,Urban,2,1
Lucknow,67,10681,Graduate,Government,1.81,2,Urban,0,0
Lucknow,29,106982,Primary,Unemployed,2.96,4,Urban,3,0
Pune,46,51870,Primary,Self-Employed,3.96,4,Rural,1,0
Lucknow,20,133396,Primary,Unemployed,8.8,4,Rural,0,1
Bangalore,43,72203,Secondary,Private,2.12,4,Rural,4,0
Delhi,47,55061,Primary,Private,2.59,5,Urban,1,0
Jaipur,26,63235,Secondary,Private,3.82,3,Rural,1,0
Bangalore,43,42890,Postgraduate,Self-Employed,9.31,5,Semi-Urban,1,1
Jaipur,19,95073,Postgraduate,Government,5.29,6,Rural,3,1
Jaipur,20,66401,Primary,Private,6.64,5,Urban,4,0
Chennai,63,16217,Primary,Private,4.18,2,Semi-Urban,0,0
Delhi,21,53351,Postgraduate,Unemployed,2.29,3,Urban,4,0
Ahmedabad,42,38741,Secondary,Private,2.62,7,Semi-Urban,0,0
Lucknow,68,6408,Secondary,Government,8.13,1,Rural,3,0
Ahmedabad,30,47903,Primary,Self-Employed,8.99,1,Rural,4,0
Chennai,56,112042,Primary,Private,5.18,7,Semi-Urban,1,0
Jaipur,61,137290,Primary,Self-Employed,3.89,3,Semi-Urban,4,0
Pune,52,127189,Postgraduate,Self-Employed,8.17,1,Urban,3,1
Lucknow,40,114268,Graduate,Government,6.89,3,Semi-Urban,3,1
Lucknow,26,35105,Primary,Unemployed,0.89,2,Urban,3,0
Delhi,19,74634,Secondary,Unemployed,3.83,2,Semi-Urban,0,0
Hyderabad,58,122426,Graduate,Self-Employed,6.98,5,Semi-Urban,4,1
Mumbai,61,143691,Secondary,Private,5.95,1,Rural,1,1
Mumbai,48,148011,Graduate,Self-Employed,9.79,7,Rural,1,1
Mumbai,61,23226,Postgraduate,Unemployed,8.73,3,Urban,2,1
Hyderabad,64,30322,Graduate,Private,1.07,2,Urban,3,0
Delhi,19,122504,Secondary,Unemployed,7.39,5,Urban,1,1
Hyderabad,49,63215,Graduate,Government,3.7,1,Semi-Urban,3,0
Mumbai,35,142632,Postgraduate,Unemployed,6.98,1,Semi-Urban,1,1
Chennai,30,99835,Secondary,Private,6.36,1,Urban,4,1
Bangalore,63,78079,Primary,Private,5.28,2,Semi-Urban,2,0
Jaipur,22,28946,Graduate,Self-Employed,8.6,2,Rural,3,1
Hyderabad,59,115733,Secondary,Private,7.23,1,Semi-Urban,0,1
Delhi,61,12253,Graduate,Government,8.95,2,Rural,0,1
Delhi,27,84311,Postgraduate,Unemployed,3.18,1,Urban,1,0
Ahmedabad,60,37813,Secondary,Self-Employed,3.81,4,Semi-Urban,4,0
Bangalore,42,53365,Primary,Self-Employed,6.41,2,Urban,3,0
Pune,51,72593,Primary,Private,9.68,3,Rural,2,1
Lucknow,54,43485,Graduate,Government,4.03,2,Urban,4,0
Mumbai,47,116504,Postgraduate,Self-Employed,0.81,1,Rural,1,0
Pune,24,21101,Postgraduate,Government,4.74,3,Rural,4,0
Ahmedabad,23,13831,Graduate,Government,5.67,5,Urban,2,1
Mumbai,20,56897,Secondary,Unemployed,8.11,3,Rural,4,0
Bangalore,30,10004,Secondary,Unemployed,7.42,3,Urban,3,0
Ahmedabad,20,50924,Graduate,Unemployed,9.66,2,Urban,1,1
Mumbai,43,42170,Secondary,Government,7.94,6,Urban,2,1
Bangalore,41,48555,Secondary,Unemployed,3.34,3,Rural,1,0
Kolkata,23,123115,Secondary,Self-Employed,6.59,3,Rural,3,1
Pune,60,109216,Graduate,Self-Employed,6.89,7,Semi-Urban,2,1
Pune,66,70930,Primary,Private,9.98,1,Urban,2,1
Lucknow,59,41365,Postgraduate,Government,1.82,2,Urban,1,1
Bangalore,29,67188,Primary,Unemployed,2.32,1,Urban,4,0
Hyderabad,66,103633,Secondary,Self-Employed,1.98,2,Urban,4,0
Kolkata,53,68471,Graduate,Government,6.1,5,Urban,0,1
Chennai,19,62287,Postgraduate,Government,1.79,6,Urban,0,1
Mumbai,28,137717,Secondary,Unemployed,6.73,3,Urban,2,1
Kolkata,56,64076,Postgraduate,Government,8.14,7,Semi-Urban,1,1
Bangalore,51,121475,Postgraduate,Unemployed,4.61,2,Semi-Urban,2,1
Jaipur,43,55151,Primary,Unemployed,5.83,3,Urban,1,0
Mumbai,35,72384,Secondary,Unemployed,9.17,3,Urban,3,1
Delhi,38,104865,Postgraduate,Government,5.91,4,Semi-Urban,0,1
Pune,53,38541,Primary,Government,2.48,1,Semi-Urban,2,0
Bangalore,57,77847,Graduate,Unemployed,3.76,6,Urban,3,0
Delhi,69,55955,Postgraduate,Government,5.53,7,Urban,4,1
Lucknow,63,145362,Secondary,Unemployed,1.97,2,Semi-Urban,0,0
Ahmedabad,61,92780,Graduate,Private,6.32,5,Semi-Urban,1,1
Chennai,39,104919,Postgraduate,Government,9.99,6,Urban,4,1
Chennai,47,117854,Postgraduate,Government,6.7,4,Semi-Urban,4,1
Delhi,67,66768,Secondary,Private,4.04,1,Urban,3,0
Pune,60,48262,Postgraduate,Private,3.65,5,Rural,2,0
Lucknow,47,141578,Secondary,Private,9.35,5,Urban,2,1
Jaipur,25,25605,Secondary,Unemployed,8.78,3,Urban,3,0
Pune,51,83590,Secondary,Unemployed,4.99,1,Urban,4,0
Kolkata,64,33231,Secondary,Self-Employed,3.86,4,Semi-Urban,0,0
Chennai,26,84397,Postgraduate,Private,7.25,2,Urban,4,1
Kolkata,68,82123,Graduate,Self-Employed,3.49,2,Urban,3,0
Mumbai,37,18515,Graduate,Unemployed,1.63,4,Semi-Urban,4,0
Hyderabad,57,92211,Primary,Government,3.45,3,Rural,4,0
Bangalore,42,21600,Secondary,Private,4.63,3,Rural,4,0
Lucknow,36,74310,Postgraduate,Government,2.93,5,Semi-Urban,4,1
Pune,22,140501,Postgraduate,Unemployed,2.56,1,Urban,0,1
Chennai,28,140678,Primary,Private,0.56,5,Rural,1,0
Kolkata,32,140550,Graduate,Self-Employed,6.49,7,Rural,1,1
Ahmedabad,25,119380,Postgraduate,Self-Employed,6.34,7,Semi-Urban,2,1
Mumbai,36,116780,Primary,Unemployed,2.29,2,Rural,1,0
Bangalore,40,71177,Graduate,Government,9.46,4,Rural,1,1
Bangalore,44,60746,Postgraduate,Unemployed,4.39,1,Semi-Urban,1,0
Pune,57,128075,Secondary,Government,0.74,4,Rural,4,0
Lucknow,49,90195,Primary,Unemployed,2.59,1,Urban,4,0
Jaipur,43,41818,Postgraduate,Self-Employed,7.07,6,Semi-Urban,0,1
Ahmedabad,44,26309,Primary,Government,2.42,2,Urban,4,0
Pune,36,33176,Primary,Unemployed,1.01,2,Urban,4,0
Kolkata,67,73879,Primary,Private,6.37,6,Semi-Urban,1,0
Hyderabad,59,72592,Secondary,Self-Employed,5.42,1,Rural,0,0
Delhi,46,89728,Graduate,Self-Employed,7.73,3,Semi-Urban,0,1
Jaipur,56,145488,Graduate,Private,7.84,1,Rural,1,1
Lucknow,58,13584,Postgraduate,Unemployed,9.62,2,Urban,1,1
Mumbai,50,129555,Secondary,Government,1.04,7,Rural,0,0
Jaipur,36,98302,Graduate,Self-Employed,0.87,4,Urban,3,0
Chennai,54,127408,Postgraduate,Unemployed,9.88,5,Urban,1,1
Lucknow,36,23830,Postgraduate,Private,6.63,4,Urban,1,1
Hyderabad,50,82066,Primary,Government,7.3,2,Semi-Urban,0,1
Chennai,64,8591,Secondary,Unemployed,1.42,4,Rural,3,0
Jaipur,33,98878,Graduate,Unemployed,1.16,3,Rural,3,0
Delhi,40,130407,Secondary,Self-Employed,2.02,3,Rural,2,0
Delhi,24,121869,Secondary,Self-Employed,4.56,7,Urban,3,1
Hyderabad,43,26395,Graduate,Government,1.55,1,Semi-Urban,1,0
Bangalore,49,21738,Graduate,Unemployed,4.74,4,Rural,4,0
Ahmedabad,29,138703,Secondary,Private,5.83,4,Rural,0,1
Mumbai,25,24056,Postgraduate,Private,0.5,2,Semi-Urban,1,0
Bangalore,22,126656,Secondary,Government,1.59,1,Rural,0,0
Delhi,59,120316,Graduate,Unemployed,4.06,1,Semi-Urban,3,0
Delhi,45,59418,Secondary,Self-Employed,1.01,4,Semi-Urban,0,0
Kolkata,22,42190,Graduate,Unemployed,1.77,5,Rural,1,0
Chennai,66,31014,Postgraduate,Self-Employed,2.7,4,Semi-Urban,4,0
Jaipur,43,130563,Secondary,Private,4.58,4,Semi-Urban,1,1
Mumbai,22,6780,Postgraduate,Government,7.29,4,Rural,2,1
Hyderabad,39,47192,Secondary,Government,1.76,3,Urban,0,0
Jaipur,32,109875,Secondary,Government,7.51,6,Rural,1,1
Kolkata,30,104129,Graduate,Self-Employed,8.62,1,Rural,3,1
Delhi,45,48923,Primary,Private,6.69,6,Urban,3,0
Hyderabad,50,94196,Graduate,Private,0.92,3,Semi-Urban,1,0
Delhi,60,7395,Secondary,Government,4.69,5,Rural,2,0
Mumbai,40,107449,Primary,Government,6.77,2,Urban,0,1
Chennai,50,126747,Primary,Self-Employed,9.8,7,Urban,2,1
Jaipur,60,76028,Postgraduate,Self-Employed,9.54,5,Rural,4,1
Jaipur,35,143183,Secondary,Unemployed,4.26,1,Rural,1,0
Bangalore,67,146056,Graduate,Self-Employed,6.35,2,Urban,2,1
Hyderabad,47,98176,Primary,Unemployed,8.96,6,Rural,4,0
Ahmedabad,43,31924,Primary,Government,8.39,5,Urban,2,1
Kolkata,33,37577,Graduate,Private,5.05,1,Rural,4,0
Ahmedabad,30,143783,Graduate,Self-Employed,2.98,7,Urban,3,1
Bangalore,56,90548,Primary,Private,1.8,7,Rural,3,0
Mumbai,50,130093,Graduate,Self-Employed,5.14,5,Rural,1,1
Kolkata,43,140168,Postgraduate,Self-Employed,7.37,2,Rural,2,1
Chennai,65,71555,Primary,Unemployed,9.71,2,Semi-Urban,3,0
Ahmedabad,18,94848,Postgraduate,Self-Employed,8.69,5,Rural,0,1
Chennai,66,13254,Secondary,Government,2.44,3,Urban,3,0
Ahmedabad,55,130410,Postgraduate,Private,7.34,5,Urban,3,1
Chennai,19,142037,Graduate,Self-Employed,3.25,6,Semi-Urban,2,1
Ahmedabad,66,108025,Primary,Private,6.99,5,Semi-Urban,4,0
Chennai,23,135509,Postgraduate,Private,6.83,5,Semi-Urban,0,1
Bangalore,63,37963,Graduate,Private,3.09,3,Rural,0,0
Lucknow,67,8273,Graduate,Self-Employed,2.73,4,Rural,4,0
Kolkata,55,20330,Postgraduate,Unemployed,1.49,2,Urban,2,0
Hyderabad,59,81422,Primary,Private,0.98,6,Urban,3,0
Mumbai,41,127089,Postgraduate,Private,8.66,1,Rural,4,1
Pune,35,8212,Secondary,Self-Employed,0.97,2,Urban,0,0
Delhi,44,92594,Postgraduate,Self-Employed,1.34,2,Rural,0,0
Hyderabad,58,137152,Postgraduate,Government,2.77,4,Semi-Urban,3,1
Delhi,25,37675,Primary,Government,8.93,2,Rural,3,0
Kolkata,45,27007,Postgraduate,Unemployed,3.66,2,Rural,1,0
Hyderabad,27,118805,Graduate,Unemployed,2.32,3,Rural,4,0
Chennai,34,87641,Primary,Unemployed,7.3,3,Urban,3,0
Chennai,46,100815,Graduate,Unemployed,3.53,3,Rural,1,0
Pune,23,51815,Primary,Private,3.67,3,Rural,2,0
Delhi,31,88482,Secondary,Self-Employed,7.52,3,Rural,0,1
Mumbai,39,5639,Secondary,Government,2.89,6,Semi-Urban,4,0
Kolkata,23,68593,Secondary,Private,9.02,1,Rural,2,1
Chennai,43,83038,Postgraduate,Self-Employed,5.83,4,Rural,4,1
Lucknow,56,98899,Secondary,Self-Employed,5.61,5,Rural,4,0
Bangalore,29,8736,Primary,Private,3.02,7,Urban,3,0
Bangalore,52,21473,Secondary,Private,8.43,6,Semi-Urban,1,1
Ahmedabad,31,133771,Primary,Government,5.94,3,Semi-Urban,4,1
Mumbai,39,130801,Graduate,Unemployed,1.98,4,Rural,2,0
Bangalore,68,112598,Postgraduate,Unemployed,2.46,5,Rural,4,0
Ahmedabad,40,91623,Graduate,Government,4.95,2,Urban,1,1
Delhi,65,41820,Graduate,Government,7.91,6,Rural,0,1
Chennai,24,62589,Secondary,Unemployed,9.42,2,Urban,4,0
Chennai,57,23414,Secondary,Private,6.8,4,Rural,2,0
Lucknow,67,132378,Secondary,Unemployed,5.31,1,Urban,0,1
Hyderabad,42,29220,Graduate,Self-Employed,2.88,1,Semi-Urban,0,0
Bangalore,30,65531,Postgraduate,Self-Employed,6.89,4,Rural,3,1
Delhi,38,115002,Postgraduate,Government,9.83,7,Urban,3,1
Jaipur,58,14387,Graduate,Unemployed,5.02,7,Urban,4,0
Bangalore,27,81815,Postgraduate,Unemployed,2.04,1,Rural,2,0
Mumbai,26,32584,Graduate,Self-Employed,1.48,7,Urban,3,0
Hyderabad,32,49783,Graduate,Unemployed,3.06,1,Rural,1,0
Bangalore,69,129494,Postgraduate,Government,5.91,2,Rural,1,1
Delhi,19,120814,Primary,Government,9.49,7,Urban,0,1
Bangalore,42,135752,Primary,Self-Employed,3.34,1,Urban,0,0
Mumbai,30,146929,Secondary,Unemployed,3.4,1,Urban,0,0
Jaipur,51,78588,Postgraduate,Unemployed,5.07,4,Semi-Urban,1,1
Kolkata,68,18580,Secondary,Self-Employed,9.23,1,Rural,3,0
Pune,51,23240,Graduate,Private,4.48,7,Rural,3,0
Jaipur,52,88446,Primary,Private,2.62,7,Semi-Urban,4,0
Ahmedabad,55,109533,Postgraduate,Unemployed,2.05,6,Semi-Urban,2,0
Bangalore,20,85974,Postgraduate,Government,4.84,3,Urban,1,1
Chennai,59,78401,Postgraduate,Private,8.11,3,Rural,0,1
Lucknow,23,148283,Primary,Unemployed,3.27,4,Semi-Urban,2,0
Chennai,65,8646,Secondary,Private,5.37,3,Semi-Urban,0,0
Jaipur,66,47816,Primary,Self-Employed,6.23,2,Rural,2,0
Chennai,36,94460,Secondary,Private,4.78,6,Rural,2,0
Delhi,20,49112,Graduate,Private,2.32,6,Rural,3,0
Chennai,35,56048,Graduate,Self-Employed,9.26,4,Urban,4,1
Hyderabad,56,137850,Secondary,Government,5.87,7,Semi-Urban,4,1
Kolkata,26,50752,Graduate,Unemployed,7.43,1,Urban,0,1
Bangalore,69,75726,Graduate,Government,6.54,3,Rural,1,1
Chennai,29,49788,Postgraduate,Government,9.98,2,Rural,4,1
Mumbai,22,9747,Postgraduate,Private,4.83,7,Semi-Urban,1,1
Kolkata,20,5045,Primary,Unemployed,4.54,4,Urban,0,0
Kolkata,28,12758,Primary,Private,3.92,7,Urban,1,0
Chennai,47,130076,Primary,Self-Employed,3.94,4,Urban,2,0
Kolkata,21,145926,Postgraduate,Government,3.12,1,Rural,2,1
Lucknow,22,61950,Primary,Government,9.82,5,Semi-Urban,0,1
Chennai,18,24455,Primary,Self-Employed,8.77,3,Urban,1,1
Delhi,44,93552,Postgraduate,Unemployed,3.51,2,Rural,1,0
Jaipur,45,51116,Secondary,Government,3.4,4,Rural,0,0
Hyderabad,46,125461,Postgraduate,Government,1.48,7,Urban,4,1
Pune,35,45484,Secondary,Unemployed,8.83,3,Semi-Urban,3,0
Ahmedabad,29,86638,Postgraduate,Private,4.03,7,Semi-Urban,4,1
Kolkata,30,139476,Primary,Self-Employed,5.94,2,Urban,3,1
Delhi,58,105647,Graduate,Unemployed,9.05,6,Rural,1,1
Bangalore,19,70642,Graduate,Self-Employed,4.38,6,Rural,3,0
Bangalore,54,51009,Secondary,Self-Employed,8.17,2,Urban,3,1
Ahmedabad,62,133824,Secondary,Government,4.59,6,Rural,1,1
Hyderabad,33,34605,Secondary,Unemployed,7.16,4,Rural,2,0
Kolkata,65,115879,Graduate,Self-Employed,4.6,3,Urban,3,1
Lucknow,41,125827,Secondary,Private,4.23,2,Rural,0,1
Ahmedabad,52,10580,Postgraduate,Self-Employed,9.91,4,Urban,4,1
Hyderabad,39,119902,Postgraduate,Government,6.32,3,Urban,1,1
Kolkata,53,10400,Graduate,Private,3.99,3,Urban,1,0
Delhi,28,101032,Postgraduate,Private,2.95,4,Rural,3,0
Jaipur,63,132319,Secondary,Unemployed,0.88,3,Urban,2,0
Lucknow,46,111960,Graduate,Private,7.21,5,Rural,2,1
Pune,52,44015,Secondary,Unemployed,4.04,2,Urban,4,0
Bangalore,65,76713,Postgraduate,Unemployed,8.3,2,Semi-Urban,4,1
Mumbai,32,93754,Secondary,Private,3.96,3,Rural,2,0
Delhi,48,48148,Graduate,Unemployed,4.05,4,Rural,2,0
Bangalore,59,127790,Secondary,Unemployed,7.9,1,Rural,2,0
Chennai,58,91078,Postgraduate,Private,5.15,6,Semi-Urban,3,1
Mumbai,60,61879,Primary,Government,8.91,3,Urban,0,1
Bangalore,33,124894,Graduate,Self-Employed,6.11,1,Semi-Urban,4,1
Hyderabad,27,70839,Secondary,Unemployed,2.79,3,Urban,1,0
Lucknow,66,34756,Graduate,Unemployed,5.9,1,Urban,2,0
Bangalore,49,148755,Secondary,Private,0.54,3,Urban,2,0
Pune,68,147097,Primary,Self-Employed,3.47,4,Urban,0,1
Jaipur,19,97943,Postgraduate,Self-Employed,2.48,6,Urban,2,1
Hyderabad,41,41744,Secondary,Unemployed,6.71,7,Semi-Urban,4,0
Delhi,40,129697,Secondary,Private,1.79,7,Rural,2,0
Delhi,19,121072,Primary,Government,3.26,1,Semi-Urban,0,0
Delhi,55,138196,Graduate,Self-Employed,3.65,5,Rural,3,0
Delhi,48,12176,Postgraduate,Government,0.53,4,Rural,4,0
Jaipur,68,96310,Secondary,Private,0.94,6,Rural,3,0
Bangalore,57,50177,Secondary,Government,3.46,3,Semi-Urban,1,0
Kolkata,43,115623,Postgraduate,Private,2.61,1,Urban,0,1
Bangalore,46,5997,Primary,Unemployed,1.61,6,Urban,1,0
Chennai,20,125179,Graduate,Government,1.96,2,Rural,1,1
Lucknow,31,125403,Postgraduate,Unemployed,8.44,4,Urban,1,1
Mumbai,42,147303,Graduate,Unemployed,6.99,1,Urban,1,1
Kolkata,65,100287,Primary,Private,5.1,4,Semi-Urban,0,0
Kolkata,18,124574,Primary,Government,9.13,1,Urban,3,1
Bangalore,20,126509,Postgraduate,Self-Employed,0.78,7,Urban,2,1
Kolkata,43,90447,Secondary,Government,3.78,2,Semi-Urban,1,1
Ahmedabad,35,114522,Primary,Self-Employed,8.32,5,Urban,2,1
Ahmedabad,26,86144,Primary,Unemployed,6.47,2,Rural,2,0
Chennai,55,97693,Postgraduate,Unemployed,9.83,3,Semi-Urban,1,1
Mumbai,40,99315,Postgraduate,Private,9.47,4,Urban,4,1
Pune,38,32387,Postgraduate,Self-Employed,2.11,5,Urban,2,0
Jaipur,18,9090,Primary,Government,9.73,4,Semi-Urban,4,0
Bangalore,38,125846,Graduate,Private,9.48,6,Rural,3,1
Jaipur,44,45239,Primary,Private,4.05,1,Semi-Urban,2,0
Pune,59,8743,Postgraduate,Private,9.84,3,Rural,0,1
Bangalore,23,35924,Secondary,Government,0.84,3,Semi-Urban,3,0
Bangalore,61,146268,Secondary,Private,6.78,4,Urban,3,1
Mumbai,53,135160,Postgraduate,Government,3.03,7,Semi-Urban,4,1
Jaipur,45,96815,Secondary,Private,1.73,3,Semi-Urban,1,0
Ahmedabad,62,110312,Primary,Self-Employed,5.99,4,Rural,0,0
Delhi,34,73860,Graduate,Unemployed,3.41,1,Semi-Urban,0,0
Jaipur,57,85399,Primary,Self-Employed,6.83,1,Rural,4,0
Lucknow,69,53795,Postgraduate,Self-Employed,5.63,4,Semi-Urban,4,1
Lucknow,20,56553,Primary,Private,4.23,2,Urban,3,0
Bangalore,29,108976,Secondary,Self-Employed,2.23,2,Semi-Urban,4,0
Delhi,56,118566,Primary,Self-Employed,6.21,1,Urban,1,1
Hyderabad,29,124968,Graduate,Self-Employed,8.38,5,Rural,3,1
Pune,19,66600,Secondary,Private,6.2,2,Rural,3,0
Chennai,63,55022,Graduate,Government,6.3,4,Rural,3,1
Delhi,39,139271,Graduate,Unemployed,5.36,1,Rural,0,1
Chennai,40,55897,Graduate,Unemployed,4.19,3,Semi-Urban,0,0
Jaipur,47,43038,Primary,Government,4.85,3,Semi-Urban,3,0
Jaipur,22,128323,Primary,Government,9.9,7,Semi-Urban,1,1
Chennai,26,125278,Primary,Self-Employed,7.62,2,Urban,2,1
Pune,38,116054,Primary,Unemployed,4.59,5,Semi-Urban,3,0
Delhi,28,12897,Secondary,Government,4.84,6,Urban,4,0
Hyderabad,22,69541,Primary,Self-Employed,5.25,2,Urban,2,0
Bangalore,52,111968,Secondary,Unemployed,6.76,5,Semi-Urban,0,1
Mumbai,44,19892,Graduate,Private,4.93,2,Urban,0,1
Jaipur,66,144343,Secondary,Private,7.02,3,Rural,2,1
Lucknow,19,29815,Postgraduate,Unemployed,3.63,5,Semi-Urban,4,0
Pune,41,50612,Primary,Unemployed,4.4,3,Semi-Urban,0,0
Mumbai,48,21267,Postgraduate,Private,8.71,7,Urban,0,1
Hyderabad,50,23268,Secondary,Private,3.62,4,Semi-Urban,3,0
Kolkata,56,119463,Primary,Unemployed,9.66,4,Semi-Urban,1,1
Bangalore,47,100347,Postgraduate,Self-Employed,2.14,1,Urban,4,1
Jaipur,63,99542,Primary,Government,2.8,3,Semi-Urban,3,0
Bangalore,54,71612,Secondary,Government,4.9,3,Semi-Urban,1,1
Mumbai,68,143307,Postgraduate,Unemployed,8.08,7,Semi-Urban,0,1
Bangalore,45,93757,Secondary,Government,7.45,1,Urban,1,1
Kolkata,48,103075,Postgraduate,Private,2.16,4,Semi-Urban,0,1
Mumbai,28,39609,Graduate,Private,2.75,4,Semi-Urban,3,0
Jaipur,40,107785,Graduate,Government,5.96,5,Semi-Urban,0,1
Delhi,19,28645,Graduate,Unemployed,3.3,5,Rural,1,0
Lucknow,57,67233,Graduate,Private,4.51,6,Semi-Urban,3,0
Mumbai,58,116443,Graduate,Self-Employed,5.12,7,Urban,1,1
Ahmedabad,44,12771,Secondary,Self-Employed,6.15,4,Rural,1,0
Kolkata,52,107601,Graduate,Private,2.88,6,Urban,2,1
Mumbai,19,138014,Secondary,Private,2.05,2,Semi-Urban,0,0
Mumbai,56,130224,Graduate,Government,4.29,3,Semi-Urban,0,1
Ahmedabad,54,88251,Primary,Unemployed,1.28,5,Semi-Urban,1,0
Jaipur,38,62042,Graduate,Government,5.5,2,Rural,0,1
Mumbai,22,58740,Primary,Unemployed,8.48,5,Semi-Urban,4,0
Lucknow,69,52024,Secondary,Self-Employed,1.63,1,Urban,0,0
Bangalore,62,61965,Graduate,Self-Employed,1.57,3,Rural,3,0
Jaipur,38,15057,Postgraduate,Unemployed,1.26,6,Urban,0,0
Lucknow,46,13983,Secondary,Government,8.55,6,Urban,4,1
Jaipur,37,135469,Graduate,Private,1.27,5,Urban,1,1
Lucknow,55,24995,Secondary,Unemployed,9.84,4,Urban,0,1
Kolkata,37,119587,Postgraduate,Government,3.9,7,Urban,3,1
Lucknow,67,43886,Graduate,Self-Employed,3.62,6,Semi-Urban,4,0
Chennai,42,94025,Postgraduate,Private,1.37,1,Urban,2,1
Lucknow,19,100149,Graduate,Self-Employed,6.06,1,Urban,1,1
Delhi,49,99020,Primary,Unemployed,6.07,4,Semi-Urban,1,0
Delhi,43,7673,Secondary,Self-Employed,5.19,1,Rural,1,0
Pune,23,82513,Postgraduate,Self-Employed,3.45,7,Semi-Urban,4,0
Chennai,58,28466,Secondary,Unemployed,4.0,3,Rural,0,0
Chennai,20,97545,Postgraduate,Private,3.54,5,Urban,0,1
Bangalore,50,55406,Secondary,Unemployed,4.55,1,Semi-Urban,0,0
Chennai,18,139760,Secondary,Government,3.75,3,Rural,0,1
Bangalore,68,74284,Secondary,Unemployed,6.92,4,Rural,1,0
Pune,22,119579,Primary,Unemployed,3.31,5,Semi-Urban,2,0
Pune,30,18665,Graduate,Private,3.83,4,Semi-Urban,1,0
Kolkata,36,25641,Primary,Government,4.64,5,Semi-Urban,2,0
Delhi,29,40797,Secondary,Self-Employed,0.54,7,Semi-Urban,2,0
Lucknow,65,50950,Postgraduate,Self-Employed,5.17,1,Semi-Urban,0,1
Lucknow,42,134554,Secondary,Self-Employed,2.93,1,Urban,3,0
Ahmedabad,68,107339,Graduate,Self-Employed,1.03,5,Urban,4,0
Ahmedabad,52,118431,Primary,Private,9.15,3,Semi-Urban,3,1
Hyderabad,29,145710,Graduate,Government,3.56,3,Semi-Urban,2,1
Jaipur,47,26173,Postgraduate,Private,4.55,3,Urban,3,1
Kolkata,22,149294,Graduate,Unemployed,8.36,2,Rural,2,1
Hyderabad,51,23095,Primary,Government,2.08,6,Urban,1,0
Hyderabad,39,128554,Postgraduate,Government,8.58,6,Semi-Urban,1,1
Mumbai,56,137511,Graduate,Self-Employed,2.8,6,Rural,0,1
Mumbai,30,130614,Primary,Self-Employed,6.1,3,Semi-Urban,4,0
Hyderabad,64,141447,Primary,Self-Employed,7.01,1,Rural,1,1
Chennai,20,94023,Secondary,Self-Employed,9.1,7,Semi-Urban,4,1
Jaipur,37,112181,Graduate,Unemployed,6.27,2,Urban,0,1
Kolkata,48,25600,Postgraduate,Self-Employed,4.81,3,Semi-Urban,4,0
Hyderabad,22,7466,Secondary,Private,5.94,1,Urban,1,0
Lucknow,41,114934,Graduate,Government,2.42,2,Rural,1,1
Jaipur,57,58276,Graduate,Unemployed,7.05,1,Urban,3,0
Mumbai,50,11928,Postgraduate,Unemployed,2.28,5,Rural,3,0
Lucknow,25,60309,Secondary,Government,5.79,1,Semi-Urban,3,0
Mumbai,41,121196,Secondary,Government,6.65,2,Urban,4,1
Mumbai,67,14404,Postgraduate,Government,9.04,3,Rural,1,1
Jaipur,37,118187,Secondary,Unemployed,4.78,6,Rural,0,0
Mumbai,33,115449,Primary,Private,7.87,2,Rural,2,1
Pune,67,32684,Postgraduate,Private,2.09,3,Rural,1,0
Delhi,69,73591,Graduate,Government,1.98,3,Semi-Urban,3,0
Pune,29,124821,Postgraduate,Unemployed,5.49,7,Semi-Urban,3,1
Delhi,30,7682,Primary,Self-Employed,6.17,4,Semi-Urban,4,0
Ahmedabad,62,116186,Postgraduate,Unemployed,6.51,7,Rural,3,1
Ahmedabad,59,26832,Graduate,Government,7.58,5,Semi-Urban,4,1
Mumbai,56,21997,Graduate,Unemployed,3.3,4,Rural,0,0
Kolkata,42,39640,Postgraduate,Unemployed,6.41,6,Rural,3,0
Kolkata,63,45491,Postgraduate,Unemployed,2.29,2,Rural,4,0
Delhi,49,68043,Primary,Self-Employed,2.58,4,Urban,3,0
Lucknow,41,117175,Primary,Government,1.14,6,Semi-Urban,4,0
Jaipur,65,133568,Graduate,Government,7.6,3,Semi-Urban,1,1
Mumbai,64,119250,Secondary,Government,5.32,2,Urban,4,1
Jaipur,61,77725,Secondary,Private,2.76,4,Urban,2,0
Pune,26,133131,Secondary,Private,5.78,1,Urban,0,1
Kolkata,57,50520,Secondary,Government,3.87,6,Urban,1,0
Chennai,67,67919,Graduate,Unemployed,8.45,6,Rural,0,1
Pune,40,114869,Secondary,Unemployed,5.52,5,Semi-Urban,1,0
Pune,67,69442,Secondary,Government,0.78,1,Semi-Urban,3,0
Delhi,30,110246,Postgraduate,Self-Employed,9.86,2,Semi-Urban,4,1
Bangalore,49,114687,Secondary,Self-Employed,1.21,4,Rural,3,0
Pune,67,128447,Postgraduate,Unemployed,7.11,3,Semi-Urban,0,1
Mumbai,32,66477,Graduate,Unemployed,4.65,4,Urban,0,0
Hyderabad,53,5244,Postgraduate,Private,2.87,7,Semi-Urban,1,0
Hyderabad,66,84453,Primary,Self-Employed,6.93,2,Semi-Urban,0,1
